video_title,views,likes,comments,release_date_time,link
"Does ""The Wonderful Wizard of Oz"" have a hidden message? - David B. Parker",1.5M,"34,648",,7 years ago,https://www.youtube.com/watch?v=7Lg4vjRY4Ts
What happened to trial by jury? - Suja A. Thomas,800K,"13,898",,7 years ago,https://www.youtube.com/watch?v=qVoYFYxGJPg
TED-Ed Clubs: Celebrating and amplifying student voices around the world,51K,"2,000",,7 years ago,https://www.youtube.com/watch?v=U2PG_R4wl-0
Are ghost ships real? - Peter B. Campbell,2.9M,"54,378",,7 years ago,https://www.youtube.com/watch?v=cURn__xlWXk
How to practice effectively...for just about anything - Annie Bosler and Don Greene,13M,"517,959",,7 years ago,https://www.youtube.com/watch?v=f2O6mQkFiiw
"Everything you need to know to read ""Frankenstein"" - Iseult Gillespie",1.6M,"36,430",,7 years ago,https://www.youtube.com/watch?v=PDgu25Dsv34
Can you solve the three gods riddle? - Alex Gendler,12M,"172,981",,7 years ago,https://www.youtube.com/watch?v=LKvjIsyYng8
The exceptional life of Benjamin Banneker - Rose-Margaret Ekeng-Itua,685K,"13,936",,7 years ago,https://www.youtube.com/watch?v=DKnwyVR4P88
What happens during a heart attack? - Krishna Sudhir,8.3M,"149,778",,7 years ago,https://www.youtube.com/watch?v=3_PYnWVoUzM
How small are we in the scale of the universe? - Alex Hofeldt,1M,"24,380",,7 years ago,https://www.youtube.com/watch?v=WYQ3O8U6SMY
What is bipolar disorder? - Helen M. Farrell,13M,"276,560",,7 years ago,https://www.youtube.com/watch?v=RrWBhVlD1H8
Would winning the lottery make you happier? - Raj Raghunathan,1.1M,"18,576",,7 years ago,https://www.youtube.com/watch?v=juO4zxsjSjw
How super glue was invented | Moments of Vision 8 - Jessica Oreck,394K,"6,678",,7 years ago,https://www.youtube.com/watch?v=K2mv7kX3q2s
History vs. Cleopatra - Alex Gendler,6.7M,"124,079",,7 years ago,https://www.youtube.com/watch?v=Y6EhRwn4zkc
The science of milk - Jonathan J. O'Sullivan,2.8M,"43,631",,7 years ago,https://www.youtube.com/watch?v=xmNzUEmFZMg
"Everything you need to know to read Homer's ""Odyssey"" - Jill Dash",1.9M,"31,911",,7 years ago,https://www.youtube.com/watch?v=8Z9FQxcCAZ0
The myth behind the Chinese zodiac - Megan Campisi and Pen-Pen Chen,8.5M,"135,819",,7 years ago,https://www.youtube.com/watch?v=may2s9j4RLk
Mary's Room: A philosophical thought experiment - Eleanor Nelsen,4.2M,"131,399",,7 years ago,https://www.youtube.com/watch?v=mGYmiQkah4o
The mathematics of sidewalk illusions - Fumiko Futamura,797K,"13,990",,7 years ago,https://www.youtube.com/watch?v=wujEE3PRVUo
A brief history of numerical systems - Alessandra King,1M,"15,195",,7 years ago,https://www.youtube.com/watch?v=cZH0YnFpjwU
How do animals experience pain? - Robyn J. Crook,3.6M,"67,770",,7 years ago,https://www.youtube.com/watch?v=5j9Syov0AAw
Would you sacrifice one person to save five? - Eleanor Nelsen,5.1M,"113,947",,7 years ago,https://www.youtube.com/watch?v=yg16u_bzjPE
What’s so great about the Great Lakes? - Cheri Dobbs and Jennifer Gabrys,1.6M,"20,905",,7 years ago,https://www.youtube.com/watch?v=gBRcOLcEwF0
How to master your sense of smell - Alexandra Horowitz,584K,"12,357",,7 years ago,https://www.youtube.com/watch?v=ynrbxy36erE
What does this symbol actually mean? - Adrian Treharne,1.9M,"27,481",,7 years ago,https://www.youtube.com/watch?v=ppNYZq-hYTw
Can you solve the counterfeit coin riddle? - Jennifer Lu,8.7M,"86,142",,7 years ago,https://www.youtube.com/watch?v=tE2dZLDJSjA
How the stethoscope was invented | Moments of Vision 7 - Jessica Oreck,402K,"6,160",,7 years ago,https://www.youtube.com/watch?v=0bxiOMJAMW8
Why are we so attached to our things? - Christian Jarrett,2.6M,"64,010",,7 years ago,https://www.youtube.com/watch?v=H2_by0rp5q0
Why do we kiss under mistletoe? - Carlos Reif,951K,"15,696",,7 years ago,https://www.youtube.com/watch?v=QtJqBiF6EF0
Why do airlines sell too many tickets? - Nina Klietsch,,,,7 years ago,https://www.youtube.com/watch?v=ZFNstNKgEDI
Is there a limit to technological progress? - Clément Vidal,,,,7 years ago,https://www.youtube.com/watch?v=zVsHzS70krg
How high can you count on your fingers? (Spoiler: much higher than 10) - James Tanton,,,,7 years ago,https://www.youtube.com/watch?v=UixU1oRW64Q
Why doesn’t anything stick to Teflon? - Ashwini Bharathula,,,,7 years ago,https://www.youtube.com/watch?v=uXaP43Zbz7U
The science of imagination - Andrey Vyshedskiy,,,,7 years ago,https://www.youtube.com/watch?v=e7uXAlXdTe4
How does your body know what time it is? - Marco A. Sotomayor,,,,7 years ago,https://www.youtube.com/watch?v=Y8ZXOfWUbms
How smudge-proof lipstick was invented | Moments of Vision 6 - Jessica Oreck,,,,7 years ago,https://www.youtube.com/watch?v=MpkDx6nLn1A
Is there a reproducibility crisis in science? - Matt Anticole,,,,7 years ago,https://www.youtube.com/watch?v=FpCrY7x5nEE
Can you solve the airplane riddle? - Judd A. Schorr,,,,7 years ago,https://www.youtube.com/watch?v=dzrwnwOx0fw
Can machines read your emotions? - Kostas Karpouzis,,,,7 years ago,https://www.youtube.com/watch?v=QFk3e5PcK7s
What's the fastest way to alphabetize your bookshelf? - Chand John,,,,7 years ago,https://www.youtube.com/watch?v=WaNLJf8xzC4
The secrets of Mozart’s “Magic Flute” - Joshua Borths,,,,7 years ago,https://www.youtube.com/watch?v=8iKd-P4Bcac
Why do we feel nostalgia? - Clay Routledge,,,,7 years ago,https://www.youtube.com/watch?v=WiTgn5QH_HU
How do US Supreme Court justices get appointed? - Peter Paccone,,,,7 years ago,https://www.youtube.com/watch?v=0xnzGSV66x4
How to recognize a dystopia - Alex Gendler,,,,7 years ago,https://www.youtube.com/watch?v=6a6kbU88wu0
Do we really need pesticides? - Fernan Pérez-Gálvez,,,,7 years ago,https://www.youtube.com/watch?v=GLllZ-qiXJA
Why do whales sing? - Stephanie Sardelis,,,,7 years ago,https://www.youtube.com/watch?v=7Xr9BYhlceA
Are food preservatives bad for you? - Eleanor Nelsen,,,,7 years ago,https://www.youtube.com/watch?v=ZJU34yTJL4M
Why are sharks so awesome? - Tierney Thys,,,,7 years ago,https://www.youtube.com/watch?v=svlEfxTyJQE
How the sandwich was invented | Moments of Vision 5 - Jessica Oreck,,,,7 years ago,https://www.youtube.com/watch?v=7k6n46xBTxs
Can you solve the river crossing riddle? - Lisa Winer,,,,7 years ago,https://www.youtube.com/watch?v=ADR7dUoVh_c
The Egyptian Book of the Dead: A guidebook for the underworld - Tejal Gala,,,,7 years ago,https://www.youtube.com/watch?v=1yv_MXNYbAo
What caused the French Revolution? - Tom Mullaney,,,,7 years ago,https://www.youtube.com/watch?v=PBn7iWzrKoI
Plato’s best (and worst) ideas - Wisecrack,,,,7 years ago,https://www.youtube.com/watch?v=jLesc5lITvo
"Why should you listen to Vivaldi's ""Four Seasons""? - Betsy Schwarm",,,,7 years ago,https://www.youtube.com/watch?v=Xcpc8VDsv3c
How much of human history is on the bottom of the ocean? - Peter Campbell,,,,7 years ago,https://www.youtube.com/watch?v=kSBB5PsRV-k
"Why is Vermeer's ""Girl with the Pearl Earring"" considered a masterpiece? - James Earle",,,,7 years ago,https://www.youtube.com/watch?v=pM_IzEAv5d4
What causes cavities? - Mel Rosenberg,,,,7 years ago,https://www.youtube.com/watch?v=zGoBFU1q4g0
What happens to our bodies after we die? - Farnaz Khatibi Jafari,,,,7 years ago,https://www.youtube.com/watch?v=mRsa2wb0aTs
How the rubber glove was invented | Moments of Vision 4 - Jessica Oreck,,,,7 years ago,https://www.youtube.com/watch?v=2qlcO3xUz3Q
Is it bad to hold your pee? - Heba Shaheed,,,,7 years ago,https://www.youtube.com/watch?v=Ze4Qmpq48AQ
How does the Nobel Peace Prize work? - Adeline Cuvelier and Toril Rokseth,,,,7 years ago,https://www.youtube.com/watch?v=rXhpK_lhonA
Could we survive prolonged space travel? - Lisa Nip,,,,7 years ago,https://www.youtube.com/watch?v=upp9-w6GPhU
Can you solve the prisoner boxes riddle? - Yossi Elran,,,,7 years ago,https://www.youtube.com/watch?v=vIdStMTgNl0
Could human civilization spread across the whole galaxy? - Roey Tzezana,,,,7 years ago,https://www.youtube.com/watch?v=Rpy9Qp7NAaw
The history of African-American social dance - Camille A. Brown,,,,7 years ago,https://www.youtube.com/watch?v=dpCBMwAweDI
The history of the Cuban Missile Crisis - Matthew A. Jordan,,,,7 years ago,https://www.youtube.com/watch?v=bwWW3sbk4EU
Why are there so many types of apples? - Theresa Doud,,,,7 years ago,https://www.youtube.com/watch?v=mQePz62zkqA
How to use rhetoric to get what you want - Camille A. Langston,,,,7 years ago,https://www.youtube.com/watch?v=3klMM9BkW5o
How do contraceptives work? - NWHunter,,,,7 years ago,https://www.youtube.com/watch?v=Zx8zbTMTncs
Aphasia: The disorder that makes you lose your words - Susan Wortman-Jutt,,,,7 years ago,https://www.youtube.com/watch?v=-GsVhbmecJA
What is a vector? - David Huynh,,,,7 years ago,https://www.youtube.com/watch?v=ml4NSzCQobk
How the Band-Aid was invented | Moments of Vision 3 - Jessica Oreck,,,,7 years ago,https://www.youtube.com/watch?v=98sFkESm0xg
Is graffiti art? Or vandalism? - Kelly Wall,,,,7 years ago,https://www.youtube.com/watch?v=4GNoUYZhrT0
One of the most difficult words to translate... - Krystian Aparta,,,,7 years ago,https://www.youtube.com/watch?v=fNV7CsKI5m8
How the Königsberg bridge problem changed mathematics - Dan Van der Vieren,,,,7 years ago,https://www.youtube.com/watch?v=nZwSo4vfw6c
How smart are orangutans? - Lu Gao,,,,7 years ago,https://www.youtube.com/watch?v=gFzqqaBA9wQ
The paradox of value - Akshita Agarwal,,,,7 years ago,https://www.youtube.com/watch?v=e7S8jWh6AEs
How do animals see in the dark? - Anna Stöckl,,,,7 years ago,https://www.youtube.com/watch?v=t3CjTU7TaNA
Are spotty fruits and vegetables safe to eat? - Elizabeth Brauer,,,,7 years ago,https://www.youtube.com/watch?v=Mn5N60PCAjs
What is the biggest single-celled organism? - Murry Gans,,,,7 years ago,https://www.youtube.com/watch?v=FK9xHry877U
How to visualize one part per million - Kim Preshoff + The TED-Ed Community,,,,7 years ago,https://www.youtube.com/watch?v=aa-m8a-jZ0k
How a single-celled organism almost wiped out life on Earth - Anusuya Willis,,,,7 years ago,https://www.youtube.com/watch?v=dO2xx-aeZ4w
How coffee got quicker | Moments of Vision 2 - Jessica Oreck,,,,7 years ago,https://www.youtube.com/watch?v=0tQjJSqqZvs
Real life sunken cities - Peter Campbell,,,,7 years ago,https://www.youtube.com/watch?v=b2gtOl7xMmc
Which sunscreen should you choose? - Mary Poffenroth,,,,7 years ago,https://www.youtube.com/watch?v=JX8rv_natkw
Why do we hiccup? - John Cameron,,,,7 years ago,https://www.youtube.com/watch?v=-AdQLkUkui8
Should we be looking for life elsewhere in the universe? - Aomawa Shields,,,,7 years ago,https://www.youtube.com/watch?v=SgLO10cUC1M
Why the metric system matters - Matt Anticole,,,,7 years ago,https://www.youtube.com/watch?v=7bUVjJWA6Vw
How did Hitler rise to power? - Alex Gendler and Anthony Hazard,,,,7 years ago,https://www.youtube.com/watch?v=jFICRFKtAc4
How to turn protest into powerful change - Eric Liu,,,,8 years ago,https://www.youtube.com/watch?v=c_g1BMVFcuw
How the bra was invented | Moments of Vision 1 - Jessica Oreck,,,,8 years ago,https://www.youtube.com/watch?v=8PWca6-fvec
Rosalind Franklin: DNA's unsung hero - Cláudio L. Guerra,,,,8 years ago,https://www.youtube.com/watch?v=BIP0lYrdirI
Can you solve the passcode riddle? - Ganesh Pai,,,,8 years ago,https://www.youtube.com/watch?v=7Vd1dTBVbFg
How North America got its shape - Peter J. Haproff,,,,8 years ago,https://www.youtube.com/watch?v=jzqnUvE66HA
What is obesity? - Mia Nacamulli,,,,8 years ago,https://www.youtube.com/watch?v=-vNVG7XJpVE
How playing sports benefits your body ... and your brain - Leah Lagos and Jaspal Ricky Singh,,,,8 years ago,https://www.youtube.com/watch?v=hmFQqjMF_f0
What is epigenetics? - Carlos Guerrero-Bosagna,,,,8 years ago,https://www.youtube.com/watch?v=_aAhcNjmvhc
Is there a disease that makes us love cats? - Jaap de Roode,,,,8 years ago,https://www.youtube.com/watch?v=rqno7K2zXi4
How the food you eat affects your brain - Mia Nacamulli,,,,8 years ago,https://www.youtube.com/watch?v=xyQY8a-ng6g
"What makes something ""Kafkaesque""? - Noah Tavlin",,,,8 years ago,https://www.youtube.com/watch?v=wkPR4Rcf4ww
What does it mean to be a refugee? - Benedetta Berti and Evelien Borgman,,,,8 years ago,https://www.youtube.com/watch?v=25bwiSikRsI
Why wasn’t the Bill of Rights originally in the US Constitution? - James Coll,,,,8 years ago,https://www.youtube.com/watch?v=aMCDikASE4o
The evolution of the book - Julie Dreyfuss,,,,8 years ago,https://www.youtube.com/watch?v=_YqYtdPUis4
Why do our bodies age? - Monica Menesini,,,,8 years ago,https://www.youtube.com/watch?v=GASaqPv0t0g
How interpreters juggle two languages at once - Ewandro Magalhaes,,,,8 years ago,https://www.youtube.com/watch?v=cXNTArhA0Jg
How transistors work - Gokul J. Krishnan,,,,8 years ago,https://www.youtube.com/watch?v=WhNyURBiJcU
The pleasure of poetic pattern - David Silverstein,,,,8 years ago,https://www.youtube.com/watch?v=URuMb15CWJs
Can you solve the control room riddle? - Dennis Shasha,,,,8 years ago,https://www.youtube.com/watch?v=3mbdiky5dLw
Why do people have seasonal allergies? - Eleanor Nelsen,,,,8 years ago,https://www.youtube.com/watch?v=-q7Fz7NIMWM
The otherworldly creatures in the ocean's deepest depths - Lidia Lins,,,,8 years ago,https://www.youtube.com/watch?v=U69LIr0OrNc
Making sense of irrational numbers - Ganesh Pai,,,,8 years ago,https://www.youtube.com/watch?v=sbGjr_awePE
The origin of countless conspiracy theories - PatrickJMT,,,,8 years ago,https://www.youtube.com/watch?v=88_C-fogY40
The microbial jungles all over the place (and you) - Scott Chimileski and Roberto Kolter,,,,8 years ago,https://www.youtube.com/watch?v=pHLP5CZMnL4
Why is the US Constitution so hard to amend? - Peter Paccone,,,,8 years ago,https://www.youtube.com/watch?v=FwREAW4SlVY
The psychology behind irrational decisions - Sara Garofalo,,,,8 years ago,https://www.youtube.com/watch?v=V2EMuoM5IX4
How computer memory works - Kanawat Senanan,,,,8 years ago,https://www.youtube.com/watch?v=p3q5zWCw8J4
How do we separate the seemingly inseparable? - Iddo Magen,,,,8 years ago,https://www.youtube.com/watch?v=q8Ent5CXhfY
Who IS Sherlock Holmes - Neil McCaw,,,,8 years ago,https://www.youtube.com/watch?v=I8992A5oAWM
The threat of invasive species - Jennifer Klos,,,,8 years ago,https://www.youtube.com/watch?v=spTWwqVP_2s
Can plants talk to each other? - Richard Karban,,,,8 years ago,https://www.youtube.com/watch?v=xOXSqy05EO0
What is abstract expressionism? - Sarah Rosenthal,,,,8 years ago,https://www.youtube.com/watch?v=oG9jQBj1eqE
Why do cats act so weird? - Tony Buffington,,,,8 years ago,https://www.youtube.com/watch?v=sI8NsYIyQ2A
The Turing test: Can a computer pass for a human? - Alex Gendler,,,,8 years ago,https://www.youtube.com/watch?v=3wLqsRLvV-c
Why is being scared so fun? - Margee Kerr,,,,8 years ago,https://www.youtube.com/watch?v=oetVvR5RQUs
The surprising reason you feel awful when you're sick - Marco A. Sotomayor,,,,8 years ago,https://www.youtube.com/watch?v=gVdY9KXF_Sg
Should you trust unanimous decisions? - Derek Abbott,,,,8 years ago,https://www.youtube.com/watch?v=heCSbA8w57A
Why the insect brain is so incredible - Anna Stöckl,,,,8 years ago,https://www.youtube.com/watch?v=OQw3TNRnJ1I
Does grammar matter? - Andreea S. Calude,,,,8 years ago,https://www.youtube.com/watch?v=Wn_eBrIDUuc
How to spot a fad diet - Mia Nacamulli,,,,8 years ago,https://www.youtube.com/watch?v=8V15Z-yyiVg
Why is Mount Everest so tall? - Michele Koppes,,,,8 years ago,https://www.youtube.com/watch?v=uy9GFAOGGXU
How do glasses help us see? - Andrew Bastawrous and Clare Gilbert,,,,8 years ago,https://www.youtube.com/watch?v=ypF037wlYZg
The power of the placebo effect - Emma Bryce,,,,8 years ago,https://www.youtube.com/watch?v=z03FQGlGgo0
How do schools of fish swim in harmony? - Nathan S. Jacobs,,,,8 years ago,https://www.youtube.com/watch?v=dkP8NUwB2io
What would happen if you didn’t drink water? - Mia Nacamulli,,,,8 years ago,https://www.youtube.com/watch?v=9iMGFqMmUFs
Can you solve the locker riddle? - Lisa Winer,,,,8 years ago,https://www.youtube.com/watch?v=c18GjbnZXMw
The invisible motion of still objects - Ran Tivony,,,,8 years ago,https://www.youtube.com/watch?v=b0IbXG0hnOk
"The physics of the ""hardest move"" in ballet - Arleen Sugano",,,,8 years ago,https://www.youtube.com/watch?v=l5VgOdgptRg
The poet who painted with his words - Geneviève Emy,,,,8 years ago,https://www.youtube.com/watch?v=YJ0x1YOuMwQ
What is metallic glass? - Ashwini Bharathula,,,,8 years ago,https://www.youtube.com/watch?v=oULkYytYPgs
5 tips to improve your critical thinking - Samantha Agoos,,,,8 years ago,https://www.youtube.com/watch?v=dItUGF8GdTw
Is radiation dangerous? - Matt Anticole,,,,8 years ago,https://www.youtube.com/watch?v=zI2vRwFKnHQ
Why is this painting so captivating? - James Earle and Christina Bozsik,,,,8 years ago,https://www.youtube.com/watch?v=loMy3sbW64g
This is Sparta: Fierce warriors of the ancient world - Craig Zimmer,,,,8 years ago,https://www.youtube.com/watch?v=M7V1a1I5BL0
The origins of ballet - Jennifer Tortorello and Adrienne Westwood,,,,8 years ago,https://www.youtube.com/watch?v=OEekFTj5PvU
Can wildlife adapt to climate change? - Erin Eastwood,,,,8 years ago,https://www.youtube.com/watch?v=ZCKRjP_DMII
Why are there so many insects? - Murry Gans,,,,8 years ago,https://www.youtube.com/watch?v=2ivZ6GSaK1M
Can you solve the frog riddle? - Derek Abbott,,,,8 years ago,https://www.youtube.com/watch?v=cpwSGsb-rTs
How ancient art influenced modern art - Felipe Galindo,,,,8 years ago,https://www.youtube.com/watch?v=V9RrO0dtu5M
The psychology of narcissism - W. Keith Campbell,,,,8 years ago,https://www.youtube.com/watch?v=arJLy3hX1E8
How miscommunication happens (and how to avoid it) - Katherine Hampsten,,,,8 years ago,https://www.youtube.com/watch?v=gCfzeONu3Mo
The controversial origins of the Encyclopedia - Addison Anderson,,,,8 years ago,https://www.youtube.com/watch?v=jv4bWkoG4k8
The science of skin color - Angela Koine Flynn,,,,8 years ago,https://www.youtube.com/watch?v=_r4c2NT4naQ
Why do we love? A philosophical inquiry - Skye C. Cleary,,,,8 years ago,https://www.youtube.com/watch?v=yJSiUm6jvI0
How to make your writing funnier - Cheri Steinkellner,,,,8 years ago,https://www.youtube.com/watch?v=zNTxSBgDNp4
The immortal cells of Henrietta Lacks - Robin Bulleri,,,,8 years ago,https://www.youtube.com/watch?v=22lGbAVWhro
History vs. Napoleon Bonaparte - Alex Gendler,,,,8 years ago,https://www.youtube.com/watch?v=8aq_gRfmjgY
Why certain naturally occurring wildfires are necessary - Jim Schulz,,,,8 years ago,https://www.youtube.com/watch?v=cNVZEVq3KzY
Can you solve the temple riddle? - Dennis E. Shasha,,,,8 years ago,https://www.youtube.com/watch?v=nSbvlktToSY
The most lightning-struck place on Earth - Graeme Anderson,,,,8 years ago,https://www.youtube.com/watch?v=doy2BsHc-44
How science fiction can help predict the future - Roey Tzezana,,,,8 years ago,https://www.youtube.com/watch?v=paXKoZ1pr5w
Why are human bodies asymmetrical? - Leo Q. Wan,,,,8 years ago,https://www.youtube.com/watch?v=hLgh1pJP5ng
"When will the next mass extinction occur? - Borths, D'Emic, and Pritchard",,,,8 years ago,https://www.youtube.com/watch?v=RAdNCIIYXvo
The beneficial bacteria that make delicious food - Erez Garty,,,,8 years ago,https://www.youtube.com/watch?v=eksagPy5tmQ
How statistics can be misleading - Mark Liddell,,,,8 years ago,https://www.youtube.com/watch?v=sxYrzzy3cq8
How menstruation works - Emma Bryce,,,,8 years ago,https://www.youtube.com/watch?v=ayzN5f3qN8g
How do carbohydrates impact your health? - Richard J. Wood,,,,8 years ago,https://www.youtube.com/watch?v=wxzc_2c6GMg
The surprising (and invisible) signatures of sea creatures - Kakani Katija,,,,8 years ago,https://www.youtube.com/watch?v=s0yJwZGxvBA
How do solar panels work? - Richard Komp,,,,8 years ago,https://www.youtube.com/watch?v=xKxrkht7CpY
How do we know what color dinosaurs were? - Len Bloch,,,,8 years ago,https://www.youtube.com/watch?v=qYijAZWdnBk
The science of snowflakes - Maruša Bradač,,,,8 years ago,https://www.youtube.com/watch?v=FwGH4gulLX4
The Sun’s surprising movement across the sky - Gordon Williamson,,,,8 years ago,https://www.youtube.com/watch?v=Xm13Kq_E1ik
Forget shopping. Soon you'll download your new clothes - Danit Peleg,,,,8 years ago,https://www.youtube.com/watch?v=Fkjr7XT95Jo
What is depression? - Helen M. Farrell,,,,8 years ago,https://www.youtube.com/watch?v=z-IR48Mb3W0
History through the eyes of the potato - Leo Bear-McGuinness,,,,8 years ago,https://www.youtube.com/watch?v=xROmDsULcLE
Why do we dream? - Amy Adkins,,,,8 years ago,https://www.youtube.com/watch?v=2W85Dwxx218
The ethical dilemma of self-driving cars - Patrick Lin,,,,8 years ago,https://www.youtube.com/watch?v=ixIoDYVfKA0
How does anesthesia work? - Steven Zheng,,,,8 years ago,https://www.youtube.com/watch?v=B_tTymvDWXk
Why the octopus brain is so extraordinary - Cláudio L. Guerra,,,,8 years ago,https://www.youtube.com/watch?v=VLkKiVIBxXU
How exposing anonymous companies could cut down on crime - Global Witness,,,,8 years ago,https://www.youtube.com/watch?v=FyOVMqAIFw8
"Can you solve ""Einstein’s Riddle""? - Dan Van der Vieren",,,,8 years ago,https://www.youtube.com/watch?v=1rDVz_Fb6HQ
How did clouds get their names? - Richard Hamblyn,,,,8 years ago,https://www.youtube.com/watch?v=UuW1jhxCgx0
Let's make history…by recording it - StoryCorps & TED Prize,,,,8 years ago,https://www.youtube.com/watch?v=mCh6j2E8xLY
What’s the difference between a scientific law and theory? - Matt Anticole,,,,8 years ago,https://www.youtube.com/watch?v=GyN2RhbhiEU
Would you opt for a life with no pain? - Hayley Levitt and Bethany Rickwald,,,,8 years ago,https://www.youtube.com/watch?v=XNP1x11Z2Ig
How to write descriptively - Nalo Hopkinson,,,,8 years ago,https://www.youtube.com/watch?v=RSoRzTtwgP4
What would happen if you didn’t sleep? - Claudia Aguirre,,,,8 years ago,https://www.youtube.com/watch?v=dqONk48l5vY
"The science behind the myth: Homer's ""Odyssey"" - Matt Kaplan",,,,8 years ago,https://www.youtube.com/watch?v=CVo225pUaSA
How stress affects your brain - Madhumita Murgia,,,,8 years ago,https://www.youtube.com/watch?v=WuyPuH9ojCE
How mucus keeps us healthy - Katharina Ribbeck,,,,8 years ago,https://www.youtube.com/watch?v=WW4skW6gucU
What makes muscles grow? - Jeffrey Siegel,,,,8 years ago,https://www.youtube.com/watch?v=2tM1LFFxeKg
Group theory 101: How to play a Rubik’s Cube like a piano - Michael Staff,,,,8 years ago,https://www.youtube.com/watch?v=FW2Hvs5WaRY
How do hard drives work? - Kanawat Senanan,,,,8 years ago,https://www.youtube.com/watch?v=wteUW2sL7bc
Who was Confucius? - Bryan W. Van Norden,,,,8 years ago,https://www.youtube.com/watch?v=wFt_VGG0kJU
How computers translate human language - Ioannis Papachimonas,,,,8 years ago,https://www.youtube.com/watch?v=X4BmV2t83SM
How stress affects your body - Sharon Horesh Bergquist,,,,8 years ago,https://www.youtube.com/watch?v=v-t1Z5-oPtU
How a few scientists transformed the way we think about disease - Tien Nguyen,,,,8 years ago,https://www.youtube.com/watch?v=N9LC-3ZKiok
Why do women have periods?,,,,8 years ago,https://www.youtube.com/watch?v=cjbgZwgdY7Q
What are the universal human rights? - Benedetta Berti,,,,8 years ago,https://www.youtube.com/watch?v=nDgIVseTkuE
Where did Russia come from? - Alex Gendler,,,,8 years ago,https://www.youtube.com/watch?v=lfe1wEQzSzM
The race to sequence the human genome - Tien Nguyen,,,,8 years ago,https://www.youtube.com/watch?v=AhsIF-cmoQQ
Where does gold come from? - David Lunney,,,,8 years ago,https://www.youtube.com/watch?v=jf_4z4AKwJg
3 tips to boost your confidence - TED-Ed,,,,8 years ago,https://www.youtube.com/watch?v=l_NYrWqUR40
Can you solve the prisoner hat riddle? - Alex Gendler,,,,8 years ago,https://www.youtube.com/watch?v=N5vJSNXPEwA
"What ""Orwellian"" really means - Noah Tavlin",,,,8 years ago,https://www.youtube.com/watch?v=oe64p-QzhNE
The incredible collaboration behind the International Space Station - Tien Nguyen,,,,8 years ago,https://www.youtube.com/watch?v=bJ3oTTm_Pdo
A curable condition that causes blindness - Andrew Bastawrous,,,,8 years ago,https://www.youtube.com/watch?v=pgNXdNDkXoE
How memories form and how we lose them - Catharine Young,,,,8 years ago,https://www.youtube.com/watch?v=yOgAbKJGrTA
The treadmill's dark and twisted past - Conor Heffernan,,,,8 years ago,https://www.youtube.com/watch?v=Al-30Z-aH8M
What happens when your DNA is damaged? - Monica Menesini,,,,8 years ago,https://www.youtube.com/watch?v=vP8-5Bhd2ag
What makes the Great Wall of China so extraordinary - Megan Campisi and Pen-Pen Chen,,,,8 years ago,https://www.youtube.com/watch?v=23oHqNEqRyo
The mathematical secrets of Pascal’s triangle - Wajdi Mohamed Ratemi,,,,8 years ago,https://www.youtube.com/watch?v=XMriWTvPXHI
"When to use ""me"", ""myself"" and ""I"" - Emma Bryce",,,,8 years ago,https://www.youtube.com/watch?v=XakoA2D0Okw
Do animals have language? - Michele Bishop,,,,8 years ago,https://www.youtube.com/watch?v=_1FY5kL_zXU
How misused modifiers can hurt your writing - Emma Bryce,,,,8 years ago,https://www.youtube.com/watch?v=-tX34V_XGeQ
The ancient origins of the Olympics - Armand D'Angour,,,,8 years ago,https://www.youtube.com/watch?v=VdHHus8IgYA
Can you solve the bridge riddle? - Alex Gendler,,,,8 years ago,https://www.youtube.com/watch?v=7yDmGnA8Hw0
How smart are dolphins? - Lori Marino,,,,8 years ago,https://www.youtube.com/watch?v=05PpTqtGhGU
How false news can spread - Noah Tavlin,,,,8 years ago,https://www.youtube.com/watch?v=cSKGa_7XJkg
Why do some people go bald? - Sarthak Sinha,,,,8 years ago,https://www.youtube.com/watch?v=8diYLhl8bWU
Could we actually live on Mars? - Mari Foroutan,,,,8 years ago,https://www.youtube.com/watch?v=DMMPYkRrd4o
"A poetic experiment: Walt Whitman, interpreted by three animators - Justin Moore",,,,8 years ago,https://www.youtube.com/watch?v=6jCw8ydqkrg
Bring TED to the classroom with TED-Ed Clubs,,,,8 years ago,https://www.youtube.com/watch?v=ZDq_pWi7dH4
What happens when continents collide? - Juan D. Carrillo,,,,8 years ago,https://www.youtube.com/watch?v=PddQvyiBfdc
Buffalo buffalo buffalo: One-word sentences and how they work - Emma Bryce,,,,8 years ago,https://www.youtube.com/watch?v=TWbzjGIec20
The physics of playing guitar - Oscar Fernando Perez,,,,8 years ago,https://www.youtube.com/watch?v=w6EGyFAGpXU
Who am I? A philosophical inquiry - Amy Adkins,,,,8 years ago,https://www.youtube.com/watch?v=UHwVyplU3Pg
How does a jellyfish sting? - Neosha S Kashef,,,,8 years ago,https://www.youtube.com/watch?v=Pu_ijC8HFRU
The benefits of good posture - Murat Dalkilinç,,,,8 years ago,https://www.youtube.com/watch?v=OyK0oE5rwFY
"Solid, liquid, gas and … plasma? - Michael Murillo",,,,8 years ago,https://www.youtube.com/watch?v=tJplytSR-ww
When to use apostrophes - Laura McClure,,,,8 years ago,https://www.youtube.com/watch?v=My6oGvkHnfY
How blood pressure works - Wilfred Manzano,,,,8 years ago,https://www.youtube.com/watch?v=Ab9OZsDECZw
